Chemoeffectors,Response,SMILES,Iso_SMILES,RDKit_Mol,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
cyclohexaamylose,attractant,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(O2)C(C7O)O)CO)CO)CO)CO)CO)O)O)O,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H](O2)[C@@H]([C@H]7O)O)CO)CO)CO)CO)CO)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95D20>,11.216799185204962,11.216799185204962,0.9988708684690502,-2.148030234508729,0.11748936025538878,55.36363636363637,972.8460000000007,912.3660000000003,972.3169405200002,384,0,0.18673275214983254,-0.3935663177635201,0.3935663177635201,0.18673275214983254,0.18181818181818182,0.30303030303030304,0.4090909090909091,16.790960609321775,9.94493734606006,2.583123689405907,-2.503421965386025,2.3765231156905293,-2.687345860931553,5.005491256506103,-0.4036319062594177,3.309264372640178,1.1902543703171795,1167.8797503894245,48.048430137046616,34.51197296737366,34.51197296737366,31.418292631310678,21.10209726534252,21.10209726534252,16.844295392204547,16.844295392204547,12.671478720786514,12.671478720786514,8.927761457006984,8.927761457006984,-1.2000000000000004,182802553581384.47,52.6198793450158,22.059591241285467,10.009092001682587,372.1301572506171,148.7598485527333,146.49519330595925,37.740160376011275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.641291787077506,148.7598485527333,0.0,0.0,0.0,0.0,184.2353536819705,39.641291787077506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.7941385761808,56.84235544560059,0.0,0.0,0.0,0.0,0.0,0.0,474.90000000000015,223.87664546904801,91.91749310713271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.84235544560059,67.85940288344777,0.0,0.0,195.6130562712916,0.0,0.0,0.0,-58.47923394392509,-5.9932252108143045,0.0,1.0,66,18,30,0,22,22,0,0,0,0,30,12,30,18,30,22,6,0,22,22,0,0,17.58747014419407,22,-13.054800000000025,195.8003999999997,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycloheptaamylose,attractant,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(O2)C(C8O)O)CO)CO)CO)CO)CO)CO)O)O)O,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95D90>,11.319358241122838,11.319358241122838,1.046759621352606,-2.2071734044500992,0.1125393105397789,55.36363636363637,1134.9870000000012,1064.4270000000001,1134.36976394,448,0,0.18673275214983254,-0.3935663177635201,0.3935663177635201,0.18673275214983254,0.15584415584415584,0.2597402597402597,0.35064935064935066,16.797682326058638,9.94890442204081,2.5923247219984664,-2.4955591091908573,2.38590153024574,-2.67999827028408,5.014075154269139,-0.39620767763896686,3.433850608727949,1.0764059408401618,1390.547820542721,56.05650182655437,40.263968461935946,40.263968461935946,36.65467473652913,24.619113476232936,24.619113476232936,19.651677957571977,19.651677957571977,14.783391840917595,14.783391840917595,10.415721699841466,10.415721699841466,-1.4000000000000006,3.7078870611333976e+16,61.665088028891525,26.029053227148705,12.055259875718809,433.9237704990694,173.55315664485548,170.91105885695245,44.030187105346485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.24817375159042,173.55315664485548,0.0,0.0,0.0,0.0,214.94124596229892,46.24817375159042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.4264950055444,66.31608135320069,0.0,0.0,0.0,0.0,0.0,0.0,554.0500000000002,261.1894197138893,107.23707529165485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.31608135320069,79.45643572952119,0.0,0.0,230.2792009709163,0.0,0.0,0.0,-70.2416526843026,-7.327317349468247,0.0,1.0,77,21,35,0,21,21,0,0,0,0,35,14,35,21,35,21,7,0,21,21,0,0,20.845244916374387,21,-15.230600000000031,228.43379999999956,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acetate,repellent,CC(=O)[O-],CC(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95E00>,8.88888888888889,8.88888888888889,0.9722222222222221,-1.0833333333333333,0.3497740223042638,6.25,59.044000000000004,56.02,59.01385291591001,24,0,0.03827859892113979,-0.5504770280073037,0.5504770280073037,0.03827859892113979,2.0,2.0,2.0,16.36392906806316,10.854985217204096,1.459606749757402,-1.7666675953305462,1.306448665688008,-2.1593595007933417,5.598257658193885,-0.30171022802025677,0.8112781244591328,2.8030394876740514,23.019550008653873,3.5773502691896257,2.3164965809277263,2.3164965809277263,1.7320508075688772,0.9082482904638631,0.9082482904638631,0.49158162379719644,0.49158162379719644,0.0,0.0,0.0,0.0,-0.53,3.2451124978365313,3.4699999999999998,0.8748582995951415,1.1560092559629747,24.059948994465934,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,5.969305287951849,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,6.923737199690624,0.0,0.0,0.0,0.0,40.129999999999995,5.969305287951849,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,9.901064578912528,0.0,0.0,8.88888888888889,8.88888888888889,0.0,-1.0833333333333333,0.0,0.0,0.9722222222222221,0.0,0.5,4,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0.7589395748987852,0,-1.2438,10.681000000000001,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-butyrate,repellent,CCCC(=O)[O-],CCCC(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95E70>,9.488194444444444,9.488194444444444,0.18055555555555536,-0.9606481481481481,0.456754615595673,8.166666666666666,87.09799999999998,80.04199999999999,87.04515304391,36,0,0.04137324993533789,-0.5501720443794146,0.5501720443794146,0.04137324993533789,1.8333333333333333,2.3333333333333335,2.3333333333333335,16.365105667835003,10.350738670185248,1.7466045239032542,-1.9188052884727353,1.7879082220361127,-2.2046035612884487,5.634245477919777,-0.30522361193466285,1.3485878960124225,2.831257109931365,44.0,4.99156383156272,3.730710143300821,3.730710143300821,2.770055610029662,1.9689084622436843,1.9689084622436843,1.122008467928146,1.122008467928146,0.4541241452319314,0.4541241452319314,0.20412414523193148,0.20412414523193148,-0.53,14.834466856136647,5.469999999999999,2.693713646532438,3.4699999999999998,36.78983322325915,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,5.969305287951849,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,19.765380445542643,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,19.765380445542643,0.0,0.0,0.0,0.0,40.129999999999995,5.969305287951849,9.901064578912528,0.0,6.4208216229260096,6.4208216229260096,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,9.488194444444444,9.488194444444444,0.0,-0.9606481481481481,0.0,0.8495370370370369,1.801388888888889,0.0,0.75,6,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2.455768941088739,0,-0.4636,19.914999999999996,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-valerate,repellent,CCCCC(=O)O,CCCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95EE0>,9.758194444444445,9.758194444444445,0.3159722222222221,-0.6927314814814809,0.5820724024360081,8.714285714285714,102.13299999999998,92.05299999999998,102.06807956,42,0,0.3028393755682016,-0.4812303907895895,0.4812303907895895,0.3028393755682016,1.7142857142857142,2.2857142857142856,2.4285714285714284,16.365114680109034,10.253677266337775,1.903602534816826,-1.8512963626362038,1.9070121012898604,-1.9137312284268215,5.6600249795576225,-0.13662901854910325,1.6121972227029933,2.8219389370591843,53.058650025961626,5.698670612749268,4.476782229523463,4.476782229523463,3.270055610029662,2.4883911147617317,2.4883911147617317,1.4972919338166268,1.4972919338166268,0.7441955573808657,0.7441955573808657,0.3280024204495495,0.3280024204495495,-0.53,29.01955000865388,6.47,3.6528153564899446,5.47,43.15477533765576,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,26.186202068468653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,26.186202068468653,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,0.0,6.4208216229260096,12.841643245852019,0.0,0.0,6.923737199690624,0.0,5.106527394840706,0.0,0.0,9.758194444444445,8.044583333333334,0.0,-0.6927314814814809,0.0,2.0814814814814815,1.975138888888889,0.0,0.8,7,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0,3.3762450509271345,0,1.2612,27.160799999999988,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
n-caproate,repellent,CCCCCC(=O)[O-],CCCCCC(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95F50>,9.763013038548753,9.763013038548753,0.21611111111111114,-0.9319907407407404,0.49476813713022383,9.125,115.15199999999999,104.06399999999998,115.07645317191,48,0,0.04138361545374101,-0.5501718609110152,0.5501718609110152,0.04138361545374101,1.5,2.125,2.5,16.3651171557072,10.192969759239665,1.8371236063476573,-1.971238008881332,1.9564641328800347,-2.208328622493032,5.634908216555537,-0.30533367490991403,1.6646727945202302,2.822354554248032,62.43856189774725,6.405777393935816,5.144923705673916,5.144923705673916,3.770055610029662,2.968908462243684,2.968908462243684,1.8291152491146936,1.8291152491146936,0.984454231121842,0.984454231121842,0.5193375672974063,0.5193375672974063,-0.53,48.27551104108667,7.470000000000001,4.624559505409582,5.469999999999999,49.51971745205236,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.765380445542643,12.841643245852019,5.969305287951849,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,32.60702369139466,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,32.60702369139466,0.0,0.0,0.0,0.0,40.129999999999995,5.969305287951849,9.901064578912528,0.0,6.4208216229260096,0.0,19.26246486877803,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,9.763013038548753,9.763013038548753,0.0,-0.9319907407407404,0.0,3.035648148148148,2.0369831821617534,0.0,0.8333333333333334,8,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,4.318182438176198,0,0.3166,29.148999999999983,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
n-heptanoate,repellent,CCCCCCC(=O)[O-],CCCCCCC(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95FC0>,9.851342120181407,9.851342120181407,0.2222222222222221,-0.9249045729402872,0.5126635675381731,9.444444444444445,129.179,116.07499999999997,129.09210323591,54,0,0.04138361685489724,-0.5501718609055302,0.5501718609055302,0.04138361685489724,1.3333333333333333,2.0,2.4444444444444446,16.365118660547804,10.152525605548368,1.8611197712809546,-1.9859513678450569,2.000406436090738,-2.2086012306217615,5.634928413292257,-0.30533840690186603,1.8005768964064195,2.8288681349096856,72.10749561002055,7.112884175122364,5.852030486860464,5.852030486860464,4.270055610029662,3.468908462243684,3.468908462243684,2.1826686397079675,2.1826686397079675,1.2344542311218418,1.2344542311218418,0.6961142625940433,0.6961142625940433,-0.53,84.62711413110172,8.470000000000002,5.603868808567606,7.470000000000003,55.884659566448974,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,12.841643245852019,5.969305287951849,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,39.02784531432067,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,39.02784531432067,0.0,0.0,0.0,0.0,40.129999999999995,5.969305287951849,9.901064578912528,0.0,6.4208216229260096,0.0,25.683286491704038,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,9.851342120181407,9.851342120181407,0.0,-0.9249045729402872,0.0,4.292639833711262,2.09624716553288,0.0,0.8571428571428571,9,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,5.2738632009519595,0,0.7066999999999999,33.765999999999984,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
n-caprylate,repellent,CCCCCCCC(=O)[O-],CCCCCCCC(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D96030>,9.920883015243135,9.920883015243135,0.22590702947845798,-0.9199088246409672,0.5221678857678401,9.7,143.206,128.08599999999998,143.10775329991,60,0,0.0413836168602481,-0.5501718609055201,0.5501718609055201,0.0413836168602481,1.2,1.8,2.3,16.365119966680698,10.124243287305513,1.8784117045239381,-1.9967193603737816,2.031321596323359,-2.2086786892220984,5.634935427077779,-0.30533842979336584,1.8709889548563379,2.838589121813916,82.03910001730776,7.819990956308912,6.559137268047012,6.559137268047012,4.770055610029662,3.968908462243684,3.968908462243684,2.536222030301241,2.536222030301241,1.4844542311218418,1.4844542311218418,0.87289095789068,0.87289095789068,-0.53,142.19516056908168,9.47,6.588063754427392,7.470000000000003,62.24960168084558,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,12.841643245852019,5.969305287951849,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,45.448666937246685,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,45.448666937246685,0.0,0.0,0.0,0.0,40.129999999999995,5.969305287951849,9.901064578912528,0.0,6.4208216229260096,0.0,19.26246486877803,12.841643245852019,0.0,0.0,6.923737199690624,0.0,0.0,0.0,9.920883015243135,9.920883015243135,0.0,-0.9199088246409672,0.0,5.607159391534392,2.137650069286974,0.0,0.875,10,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,0,0,6.2388963754427404,0,1.0968,38.383,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
n-caprate,repellent,CCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D960A0>,10.134489279910005,10.134489279910005,0.34104938271604945,-0.6633720448055762,0.5706831499634679,10.083333333333334,172.268,152.10799999999998,172.14632988,72,0,0.3028395565321837,-0.481230389785217,0.481230389785217,0.3028395565321837,1.0,1.5,2.0,16.365122478175948,10.088317202407982,1.9515124131656392,-1.978905102300731,2.073732519836769,-1.9286469263875186,5.6601426834114426,-0.1366513313410785,2.0243641446269387,2.86138733944056,102.60593781761293,9.234204518682008,8.012316135456203,8.012316135456203,5.770055610029663,4.988391114761732,4.988391114761732,3.2650588867829953,3.2650588867829953,1.9941955573808654,1.9941955573808654,1.2333325063394598,1.2333325063394598,-0.53,402.8484647807608,11.47,8.565510983763133,9.47,74.97948590963883,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,45.448666937246685,6.4208216229260096,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,58.29031018309871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,58.29031018309871,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,0.0,6.4208216229260096,12.841643245852019,32.10410811463005,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,10.134489279910005,8.354234863711325,0.0,-0.6633720448055762,0.0,8.642477534223566,2.1988370336273477,0.0,0.9,12,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,8,0,0,0,0,0,8.187200915313595,0,3.2117000000000013,50.245800000000024,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
iso-butyrate,repellent,CC(C)C(=O)O,CC(C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D96110>,9.699074074074074,9.699074074074074,0.23148148148148162,-0.7407407407407407,0.512604010647191,9.166666666666666,88.10599999999998,80.04199999999999,88.052429496,36,0,0.3054235297285997,-0.4810415895699593,0.4810415895699593,0.3054235297285997,1.6666666666666667,1.8333333333333333,1.8333333333333333,16.366259130105444,10.23127082374889,1.986884626882684,-1.8870398904848031,1.8653371842904152,-2.0252031651742373,5.683221498244096,-0.13998528021806758,1.3609640474436813,3.2575861612334887,51.058650025961626,5.1547005383792515,3.9328121551534467,3.9328121551534467,2.6427344100918364,1.871106615955975,1.871106615955975,1.492938206368118,1.492938206368118,0.4939011501426771,0.4939011501426771,0.0,0.0,-0.53,13.609640474436812,5.469999999999999,1.798837033645378,1.7581844380403455,36.789833223259144,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,13.847474399381248,0.0,0.0,5.917906046161393,9.901064578912528,5.969305287951849,0.0,0.0,5.917906046161393,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,5.917906046161393,13.847474399381248,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,5.917906046161393,0.0,0.0,0.0,13.847474399381248,0.0,0.0,5.106527394840706,0.0,0.0,9.699074074074074,7.9907407407407405,0.0,-0.9722222222222223,0.0,0.0,3.2824074074074074,0.0,0.75,6,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1.6399397623400358,0,0.727,22.473799999999994,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iso-valerate,repellent,CC(C)CC(=O)O,CC(C)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D96180>,9.809722222222222,9.809722222222222,0.2754629629629628,-0.712962962962963,0.5668189166571439,9.571428571428571,102.13299999999998,92.05299999999998,102.06807956,42,0,0.30310054985898266,-0.4812230637329638,0.4812230637329638,0.30310054985898266,1.7142857142857142,2.142857142857143,2.142857142857143,16.36519457046232,10.142300950042294,1.979268758809596,-1.9382781323220435,1.9603126360547598,-1.986545637247713,5.663223312286418,-0.13731759811874544,1.272905595320056,3.126006652390634,60.438561897747256,5.8618073195657985,4.639918936339995,4.639918936339995,3.125897657686229,2.344233162418299,2.344233162418299,1.9917095385726369,1.9917095385726369,0.582868716714724,0.582868716714724,0.34924085250172204,0.34924085250172204,-0.53,19.093583929800843,6.47,2.610921480426842,5.47,43.15477533765576,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,13.847474399381248,5.917906046161393,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,12.338727669087403,0.0,0.0,0.0,0.0,13.847474399381248,0.0,5.106527394840706,0.0,0.0,9.809722222222222,8.08388888888889,0.0,-0.4375000000000002,0.0,0.2777777777777777,3.766111111111111,0.0,0.8,7,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,2.4132374254802387,0,1.1171,27.090799999999987,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
